-20.0, 0.0, 0.0, -20.0, 0.0, 400.0
-20.0, 0.0, 400.0, 200.0, 0.0, 800.0
200.0, 0.0, 800.0, 300.0, 0.0, 900.0
300.0, 0.0, 900.0, 400.0, 0.0, 800.0
400.0, 0.0, 800.0, 400.0, 0.0, 700.0
400.0, 0.0, 700.0, 260.0, 0.0, 600.0
260.0, 0.0, 600.0, 260.0, 0.0, 0.0
260.0, 0.0, 0.0, 300.0, 0.0, -50.0
300.0, 0.0, -50.0, 320.0, 0.0, -50.0
320.0, 0.0, -50.0, 340.0, 0.0, -30.0
340.0, 0.0, -30.0, 600.0, 0.0, 200.0
600.0, 0.0, 200.0, 650.0, 0.0, 220.0
650.0, 0.0, 220.0, 680.0, 0.0, 200.0
680.0, 0.0, 200.0, 700.0, 0.0, 180.0
700.0, 0.0, 180.0, 700.0, 0.0, -100.0
700.0, 0.0, -100.0, 680.0, 0.0, -150.0
680.0, 0.0, -150.0, 650.0, 0.0, -180.0
650.0, 0.0, -180.0, 600.0, 0.0, -250.0
600.0, 0.0, -250.0, 20.0, 0.0, -250.0
20.0, 0.0, -250.0, -20.0, 0.0, -200.0
-20.0, 0.0, -200.0, -20.0, 0.0, 0.0

50.0, 0.0, 0.0, 50.0, 0.0, 400.0
50.0, 0.0, 400.0, 250.0, 0.0, 750.0
250.0, 0.0, 750.0, 280.0, 0.0, 800.0
280.0, 0.0, 800.0, 300.0, 0.0, 800.0
300.0, 0.0, 800.0, 300.0, 0.0, 700.0
300.0, 0.0, 700.0, 200.0, 0.0, 600.0
200.0, 0.0, 600.0, 200.0, 0.0, -100.0
200.0, 0.0, -100.0, 300.0, 0.0, -120.0
300.0, 0.0, -120.0, 350.0, 0.0, -100.0
350.0, 0.0, -100.0, 580.0, 0.0, 80.0
580.0, 0.0, 80.0, 600.0, 0.0, 100.0
600.0, 0.0, 100.0, 600.0, 0.0, -100.0
600.0, 0.0, -100.0, 80.0, 0.0, -100.0
80.0, 0.0, -100.0, 50.0, 0.0, 0.0
