-20.0, 0.0, 0.0, -20.0, 0.0, 300.0
-20.0, 0.0, 300.0, -40.0, 0.0, 320.0
-40.0, 0.0, 320.0, -80.0, 0.0, 350.0
-80.0, 0.0, 350.0, -400.0, 0.0, 300.0
-400.0, 0.0, 300.0, -420.0, 0.0, 340.0
-420.0, 0.0, 340.0, -420.0, 0.0, 620.0
-420.0, 0.0, 620.0, -400.0, 0.0, 650.0
-400.0, 0.0, 650.0, 0.0, 0.0, 600.0
0.0, 0.0, 600.0, 200.0, 0.0, 650.0
200.0, 0.0, 650.0, 300.0, 0.0, 650.0
300.0, 0.0, 650.0, 360.0, 0.0, 600.0
360.0, 0.0, 600.0, 420.0, 0.0, 500.0
420.0, 0.0, 500.0, 420.0, 0.0, 450.0
420.0, 0.0, 450.0, 350.0, 0.0, 400.0
350.0, 0.0, 400.0, 330.0, 0.0, 380.0
330.0, 0.0, 380.0, 330.0, 0.0, 200.0
330.0, 0.0, 200.0, 410.0, 0.0, 200.0
410.0, 0.0, 200.0, 490.0, 0.0, 120.0
490.0, 0.0, 120.0, 490.0, 0.0, 70.0
490.0, 0.0, 70.0, 570.0, 0.0, 70.0
570.0, 0.0, 70.0, 650.0, 0.0, -10.0
650.0, 0.0, -10.0, 650.0, 0.0, -270.0
650.0, 0.0, -270.0, 300.0, 0.0, -300.0
300.0, 0.0, -300.0, 0.0, 0.0, -300.0
0.0, 0.0, -300.0, -100.0, 0.0, -500.0
-100.0, 0.0, -500.0, -300.0, 0.0, -400.0
-300.0, 0.0, -400.0, -200.0, 0.0, -300.0
-200.0, 0.0, -300.0, -20.0, 0.0, 0.0

90.0, 0.0, 0.0, 90.0, 0.0, 360.0
90.0, 0.0, 360.0, 0.0, 0.0, 450.0
0.0, 0.0, 450.0, 20.0, 0.0, 480.0
20.0, 0.0, 480.0, -320.0, 0.0, 400.0
-320.0, 0.0, 400.0, -320.0, 0.0, 520.0
-320.0, 0.0, 520.0, 0.0, 0.0, 500.0
0.0, 0.0, 500.0, 200.0, 0.0, 550.0
200.0, 0.0, 550.0, 280.0, 0.0, 550.0
280.0, 0.0, 550.0, 320.0, 0.0, 500.0
320.0, 0.0, 500.0, 220.0, 0.0, 450.0
220.0, 0.0, 450.0, 250.0, 0.0, 230.0
250.0, 0.0, 230.0, 250.0, 0.0, 70.0 
250.0, 0.0, 70.0, 330.0, 0.0, -10.0
330.0, 0.0, -10.0, 410.0, 0.0, -10.0
410.0, 0.0, -10.0, 410.0, 0.0, -90.0
410.0, 0.0, -90.0, 490.0, 0.0, -170.0
490.0, 0.0, -170.0, 570.0, 0.0, -170.0
570.0, 0.0, -170.0, 0.0, 0.0, -200.0
0.0, 0.0, -200.0, -100.0, 0.0, -300.0
-100.0, 0.0, -300.0, -150.0, 0.0, -350.0
-150.0, 0.0, -350.0, 90.0, 0.0, 0.0
